Category,Rating,Reviews,Installs,Type,Price,Content Rating,Genres,Days_Since_Update,Size_MB
AUTO_AND_VEHICLES,4.3,38846,1000000,Free,0,Everyone,Auto & Vehicles,2637,8.6
GAME,4.5,501,10000,Free,0,Teen,Casino,2639,65.0
GAME,4.3,45558,5000000,Free,0,Everyone 10+,Action,2702,53.0
GAME,4.2,109263,1000000,Free,0,Teen,Action,2655,38.0
TRAVEL_AND_LOCAL,3.2,58,5000,Free,0,Everyone,Travel & Local,3153,0.017578125
PHOTOGRAPHY,4.3,811714,50000000,Free,0,Everyone,Photography,2632,50.0
MEDICAL,4.5,2951,50000,Free,0,Everyone,Medical,2654,16.0
VIDEO_PLAYERS,3.8,165723,10000000,Free,0,Everyone,Video Players & Editors,2630,1.6
PHOTOGRAPHY,4.1,88,10000,Free,0,Everyone,Photography,2939,7.7
FINANCE,4.7,175,1000,Free,0,Everyone,Finance,2683,12.0
FAMILY,3.5,3347,100000,Free,0,Everyone,Entertainment,2647,15.0
SOCIAL,4.4,39,5000,Free,0,Everyone,Social,2845,11.0
GAME,3.4,29265,1000000,Free,0,Everyone,Adventure,3072,17.0
GAME,4.4,22429716,500000000,Free,0,Everyone,Casual,2660,74.0
PERSONALIZATION,5.0,1,10,Paid,$0.99,Everyone,Personalization,2705,46.0
LIFESTYLE,4.6,17,1000,Free,0,Everyone,Lifestyle,2668,19.0
PRODUCTIVITY,4.4,1861309,500000000,Free,0,Everyone,Productivity,2633,61.0
SOCIAL,4.4,49580,10000000,Free,0,Everyone,Social,2691,4.0
BUSINESS,4.0,282,10000,Free,0,Everyone,Business,2633,7.7
MAPS_AND_NAVIGATION,4.9,124,1000,Free,0,Everyone,Maps & Navigation,2761,3.4
FAMILY,4.1,182103,5000000,Free,0,Teen,Entertainment,2634,6.9
MEDICAL,4.5,410,50000,Free,0,Everyone,Medical,2763,60.0
TOOLS,4.5,954,10000,Free,0,Teen,Tools,3384,7.6
FAMILY,3.9,38,5000,Free,0,Everyone,Entertainment,2750,42.0
FAMILY,4.3,382,10000,Paid,$2.99,Everyone,Education;Action & Adventure,3145,15.0
FAMILY,4.0,983,100000,Free,0,Everyone,Education,2683,7.2
SHOPPING,4.4,186116,5000000,Free,0,Everyone,Shopping,2631,34.0
FINANCE,4.6,3596,100000,Free,0,Everyone,Finance,2645,19.0
FAMILY,3.9,3847,1000000,Free,0,Everyone,Puzzle,2843,4.3
VIDEO_PLAYERS,3.7,321,50000,Free,0,Everyone,Video Players & Editors,3138,1.3
FAMILY,4.4,59843,5000000,Free,0,Everyone,Puzzle;Brain Games,2837,20.0
PHOTOGRAPHY,4.3,4865107,100000000,Free,0,Everyone,Photography,2628,51.0
DATING,4.1,10,5000,Free,0,Everyone,Dating,3109,11.0
TOOLS,4.4,1774,10000,Paid,$1.99,Everyone,Tools,2933,4.1
GAME,4.4,1604146,10000000,Free,0,Teen,Action,2668,57.0
GAME,4.4,4066980,100000000,Free,0,Everyone 10+,Strategy,2659,69.0
PHOTOGRAPHY,4.2,4410,1000000,Free,0,Everyone,Photography,2668,4.5
FOOD_AND_DRINK,4.2,10225,1000000,Free,0,Everyone,Food & Drink,2628,36.0
MEDICAL,4.2,33,10000,Free,0,Everyone,Medical,2724,8.0
BOOKS_AND_REFERENCE,4.8,116507,1000000,Free,0,Teen,Books & Reference,2633,5.0
TOOLS,4.3,444,100000,Free,0,Everyone,Tools,3016,1.6
COMMUNICATION,4.6,265,10000,Paid,$2.99,Everyone,Communication,2840,2.6
WEATHER,4.4,4184,1000000,Free,0,Everyone,Weather,2761,10.0
NEWS_AND_MAGAZINES,4.5,171,10000,Free,0,Everyone,News & Magazines,2696,4.8
TOOLS,4.2,2925,100000,Free,0,Everyone,Tools,2884,16.0
TOOLS,4.3,249,10000,Free,0,Everyone,Tools,4452,0.611328125
FAMILY,4.7,54,10000,Free,0,Everyone,Entertainment,2687,44.0
FAMILY,4.7,394842,10000000,Free,0,Everyone,Casual;Pretend Play,2630,75.0
VIDEO_PLAYERS,4.2,59089,10000000,Free,0,Everyone,Video Players & Editors,2631,5.4
FAMILY,4.4,1657,100000,Free,0,Everyone,Education;Education,2648,4.9
GAME,4.1,82827,10000000,Free,0,Teen,Arcade,2652,20.0
SPORTS,4.5,207,10000,Free,0,Everyone,Sports,2894,4.5
PHOTOGRAPHY,3.3,582,100000,Free,0,Everyone,Photography,3688,28.0
PERSONALIZATION,3.9,35,5000,Free,0,Everyone,Personalization,2664,6.3
PRODUCTIVITY,4.1,370,500000,Free,0,Everyone,Productivity,2821,29.0
PERSONALIZATION,4.1,77724,5000000,Free,0,Teen,Personalization,2695,7.1
FAMILY,4.2,82005,10000000,Free,0,Everyone 10+,Action;Action & Adventure,2914,45.0
BUSINESS,4.0,6,500,Free,0,Everyone,Business,2712,3.5
FAMILY,3.6,688,50000,Free,0,Everyone,Simulation,3313,26.0
MAPS_AND_NAVIGATION,2.8,1911,100000,Free,0,Everyone,Maps & Navigation,2770,20.0
FAMILY,4.6,7420,50000,Paid,$4.99,Teen,Role Playing,3993,7.4
LIBRARIES_AND_DEMO,4.3,1465,100000,Free,0,Everyone,Libraries & Demo,2656,7.0
PERSONALIZATION,3.0,12,500,Free,0,Everyone,Personalization,2696,4.9
FAMILY,4.2,56259,10000000,Free,0,Everyone,Casual,2773,23.0
FAMILY,3.2,24,5000,Free,0,Everyone,Entertainment,2637,4.8
LIFESTYLE,5.0,12,100,Paid,$0.99,Teen,Lifestyle,4223,1.2
GAME,4.1,63680,1000000,Free,0,Everyone 10+,Adventure,2693,46.0
TOOLS,4.2,161,5000,Paid,$0.99,Everyone,Tools,2783,1.2
MAPS_AND_NAVIGATION,4.5,6,50,Free,0,Everyone,Maps & Navigation,2637,2.5
TOOLS,3.9,3043,100000,Free,0,Everyone,Tools,3058,7.7
HOUSE_AND_HOME,4.4,6896,500000,Free,0,Everyone,House & Home,2969,35.0
TOOLS,3.0,245,10000,Free,0,Everyone,Tools,3333,3.5
GAME,4.3,6698,500000,Free,0,Everyone 10+,Action,3442,46.0
GAME,3.3,5290,500000,Free,0,Everyone,Racing,3955,48.0
FAMILY,4.4,303394,10000000,Free,0,Mature 17+,Entertainment,2631,53.0
TRAVEL_AND_LOCAL,4.2,6762,1000000,Free,0,Everyone,Travel & Local,3747,8.5
FAMILY,4.1,11788,1000000,Free,0,Everyone,Educational;Pretend Play,2989,62.0
FAMILY,4.0,7,500,Free,0,Everyone,Education,3042,2.6
BUSINESS,5.0,2,5,Free,0,Everyone,Business,3057,3.4
TOOLS,3.5,315,100000,Free,0,Everyone,Tools,2796,8.3
FAMILY,4.6,513,10000,Free,0,Everyone,Education,3377,1.6
LIFESTYLE,3.1,10006,1000000,Free,0,Everyone,Lifestyle,2639,53.0
MEDICAL,5.0,2,100,Free,0,Everyone,Medical,2703,11.0
FAMILY,4.7,7,1000,Free,0,Everyone,Education,2662,5.4
GAME,4.2,115176,10000000,Free,0,Teen,Racing,2680,24.0
BEAUTY,4.5,26834,1000000,Free,0,Everyone,Beauty,2641,57.0
TRAVEL_AND_LOCAL,2.5,862,100000,Free,0,Everyone,Travel & Local,2746,30.0
FAMILY,4.4,29,5000,Free,0,Everyone,Education,2662,5.3
TRAVEL_AND_LOCAL,4.2,35560,5000000,Free,0,Everyone,Travel & Local,3390,13.0
FAMILY,4.0,3715,100000,Free,0,Everyone,Role Playing,3017,94.0
ART_AND_DESIGN,4.2,117,10000,Free,0,Everyone,Art & Design,2645,15.0
FAMILY,4.9,55723,1000000,Free,0,Everyone,Entertainment,2691,14.0
FAMILY,4.2,3235,1000000,Free,0,Everyone,Educational;Action & Adventure,2675,32.0
FAMILY,3.8,484226,50000000,Free,0,Teen,Casual,2680,27.0
FAMILY,4.8,38,1000,Free,0,Everyone,Entertainment,2680,6.7
PERSONALIZATION,4.3,111634,5000000,Free,0,Everyone,Personalization,4161,13.0
MEDICAL,4.7,10,1000,Free,0,Everyone,Medical,2690,4.3
HOUSE_AND_HOME,3.7,2758,500000,Free,0,Everyone,House & Home,2670,8.6
GAME,4.5,655145,10000000,Free,0,Teen,Arcade,3013,72.0
PRODUCTIVITY,3.8,1205,100000,Free,0,Everyone,Productivity,2685,4.3
AUTO_AND_VEHICLES,4.8,116986,5000000,Free,0,Everyone,Auto & Vehicles,2632,35.0
TOOLS,3.1,3263,1000000,Free,0,Everyone,Tools,3075,3.0
FAMILY,4.3,2419,100000,Free,0,Everyone,Puzzle,2756,6.2
GAME,4.4,32496,1000000,Paid,$0.99,Teen,Action,2662,99.0
GAME,4.5,461137,10000000,Free,0,Everyone,Arcade,2704,60.0
BUSINESS,4.4,128,50000,Free,0,Everyone,Business,2669,6.7
FINANCE,4.1,15192,1000000,Free,0,Everyone,Finance,2703,38.0
MEDICAL,4.6,717,5000,Paid,$5.99,Everyone,Medical,2695,5.4
BUSINESS,4.3,758590,100000000,Free,0,Everyone,Business,2632,12.0
HEALTH_AND_FITNESS,4.0,87,10000,Free,0,Everyone,Health & Fitness,2637,33.0
SHOPPING,4.3,909204,100000000,Free,0,Teen,Shopping,2634,42.0
LIFESTYLE,3.6,853,100000,Free,0,Everyone,Lifestyle,2765,34.0
COMICS,4.2,21,5000,Free,0,Everyone,Comics,2756,6.7
GAME,4.8,528550,10000000,Free,0,Teen,Arcade,2639,73.0
BUSINESS,4.8,6,1000,Free,0,Everyone,Business,2627,7.7
DATING,4.4,12633,1000000,Free,0,Mature 17+,Dating,2638,29.0
PRODUCTIVITY,5.0,5,100,Free,0,Everyone,Productivity,2696,11.0
PRODUCTIVITY,4.4,41418,1000000,Free,0,Everyone,Productivity,3231,1.2
FINANCE,4.3,659741,50000000,Free,0,Everyone,Finance,2647,47.0
EDUCATION,4.7,314299,10000000,Free,0,Everyone,Education,2724,3.3
PERSONALIZATION,4.2,63699,5000000,Free,0,Teen,Personalization,3678,2.3
NEWS_AND_MAGAZINES,4.3,117,10000,Free,0,Everyone,News & Magazines,3403,5.0
FINANCE,3.5,472,5000,Paid,$399.99,Everyone,Finance,3090,0.9423828125
PRODUCTIVITY,1.0,1,100,Free,0,Everyone,Productivity,2772,6.6
BEAUTY,4.7,1150,100000,Free,0,Everyone,Beauty,2711,9.8
GAME,4.5,5387639,100000000,Free,0,Everyone,Racing,2788,53.0
FAMILY,3.7,11748,1000000,Free,0,Teen,Casual,3272,36.0
FAMILY,4.0,28,5000,Free,0,Everyone,Education,4167,1.5
GAME,4.5,2526,100000,Free,0,Everyone,Trivia,2801,22.0
FOOD_AND_DRINK,3.7,3,1000,Free,0,Everyone,Food & Drink,2782,27.0
MEDICAL,3.4,18,1000,Free,0,Everyone,Medical,2690,45.0
COMICS,4.4,2012,100000,Free,0,Everyone,Comics,3148,3.6
FAMILY,4.2,1357,50000,Paid,$2.99,Everyone,Educational;Pretend Play,3530,58.0
COMMUNICATION,3.8,21785,1000000,Free,0,Everyone,Communication,3717,2.5
TOOLS,5.0,1,10,Free,0,Everyone,Tools,2652,3.7
FAMILY,3.8,9513,100000,Free,0,Everyone 10+,Strategy,2687,82.0
PHOTOGRAPHY,4.0,157506,10000000,Free,0,Everyone,Photography,2702,47.0
TRAVEL_AND_LOCAL,4.2,25726,1000000,Free,0,Everyone,Travel & Local,2641,51.0
GAME,5.0,1,10,Free,0,Everyone,Racing,2782,24.0
FAMILY,4.5,7881,500000,Free,0,Everyone,Education,2720,53.0
SPORTS,4.5,12,1000,Free,0,Everyone,Sports,2820,23.0
PHOTOGRAPHY,4.2,44941,1000000,Free,0,Everyone,Photography,3284,16.0
FINANCE,4.4,32,1000,Free,0,Everyone,Finance,2833,2.3
PARENTING,4.7,107,50000,Free,0,Teen,Parenting,2656,98.0
ENTERTAINMENT,3.9,22378,1000000,Free,0,Teen,Entertainment,2657,19.0
TOOLS,4.1,1925,100000,Free,0,Everyone,Tools,2892,8.3
PERSONALIZATION,4.7,32613,1000000,Free,0,Everyone,Personalization,2695,3.2
PERSONALIZATION,4.0,649,100000,Free,0,Everyone,Personalization,3122,11.0
FINANCE,4.4,18,10000,Free,0,Everyone,Finance,3190,3.4
GAME,3.9,145931,10000000,Free,0,Teen,Action,2695,43.0
FAMILY,4.4,37122,1000000,Free,0,Everyone,Educational,2681,89.0
TRAVEL_AND_LOCAL,4.3,20,1000,Free,0,Everyone,Travel & Local,3362,15.0
FINANCE,4.6,16961,500000,Free,0,Everyone,Finance,2630,32.0
NEWS_AND_MAGAZINES,4.3,350,10000,Free,0,Everyone,News & Magazines,2643,14.0
FAMILY,4.2,1493,100000,Free,0,Everyone,Strategy,2755,57.0
SOCIAL,4.8,1902,100000,Free,0,Everyone,Social,4151,5.2
PHOTOGRAPHY,4.2,12726,1000000,Free,0,Everyone,Photography,2644,15.0
BUSINESS,4.3,10600,1000000,Free,0,Everyone,Business,2633,6.5
FAMILY,5.0,5,100,Free,0,Everyone,Entertainment,2827,64.0
ART_AND_DESIGN,4.4,13791,1000000,Free,0,Everyone,Art & Design,2948,33.0
SOCIAL,4.3,48,5000,Free,0,Everyone,Social,3079,11.0
FAMILY,2.9,21,5000,Free,0,Everyone,Education,3811,2.1
TOOLS,3.9,145,50000,Free,0,Everyone,Tools,2711,5.2
NEWS_AND_MAGAZINES,4.4,2207,100000,Free,0,Everyone,News & Magazines,2639,9.8
ENTERTAINMENT,3.6,1968,500000,Free,0,Everyone,Entertainment;Music & Video,2702,21.0
LIFESTYLE,4.0,294,10000,Free,0,Everyone,Lifestyle,4488,0.1494140625
FAMILY,3.9,2505,100000,Free,0,Mature 17+,Entertainment,2677,2.9
HOUSE_AND_HOME,4.2,7573,1000000,Free,0,Everyone,House & Home,2640,18.0
FAMILY,3.7,56,5000,Free,0,Everyone,Education,3879,1.5
HOUSE_AND_HOME,3.7,2248,100000,Free,0,Everyone,House & Home,2631,15.0
PRODUCTIVITY,4.4,936,50000,Paid,$2.99,Everyone,Productivity,2678,5.4
BOOKS_AND_REFERENCE,4.7,967,500000,Free,0,Everyone,Books & Reference,2630,6.7
SOCIAL,4.2,1259849,50000000,Free,0,Mature 17+,Social,2631,76.0
PARENTING,4.6,1002,50000,Free,0,Everyone,Parenting,3346,5.0
LIFESTYLE,4.7,12,500,Free,0,Everyone,Lifestyle,2789,6.0
PERSONALIZATION,3.6,5,500,Paid,$1.49,Everyone,Personalization,2967,45.0
PHOTOGRAPHY,2.9,66,10000,Free,0,Everyone,Photography,3256,8.9
LIFESTYLE,3.0,859,100000,Free,0,Everyone,Lifestyle,2646,3.5
GAME,4.2,4537,100000,Free,0,Everyone,Trivia,3116,15.0
GAME,4.5,547644,50000000,Free,0,Teen,Action,2631,23.0
SPORTS,4.2,18584,5000000,Free,0,Everyone,Sports,2668,49.0
HOUSE_AND_HOME,4.0,4465,1000000,Free,0,Everyone,House & Home,3877,5.8
FAMILY,3.7,70105,10000000,Free,0,Everyone,Casual,2689,67.0
FINANCE,3.4,42497,1000000,Free,0,Teen,Finance,2663,61.0
HEALTH_AND_FITNESS,4.4,11506,100000,Free,0,Everyone,Health & Fitness,2632,15.0
FAMILY,4.4,2952,500000,Free,0,Everyone,Education;Education,2676,37.0
NEWS_AND_MAGAZINES,3.4,41490,5000000,Free,0,Teen,News & Magazines,2641,25.0
FAMILY,4.6,12034,1000000,Free,0,Everyone,Entertainment,2700,34.0
PRODUCTIVITY,3.7,87,10000,Free,0,Everyone,Productivity,2744,2.0
FAMILY,4.2,8,1000,Paid,$3.99,Everyone,Education;Pretend Play,2656,44.0
PERSONALIZATION,4.5,3989,100000,Free,0,Everyone,Personalization,3688,1.1
PHOTOGRAPHY,4.4,71898,5000000,Free,0,Everyone,Photography,2928,23.0
COMMUNICATION,4.6,8,1000,Free,0,Everyone,Communication,2659,1.1
FAMILY,4.4,89947,5000000,Free,0,Everyone 10+,Strategy,2806,22.0
FAMILY,4.2,23060,1000000,Free,0,Everyone,Educational;Education,2639,21.0
PRODUCTIVITY,4.6,8,100,Free,0,Everyone,Productivity,2638,7.5
FAMILY,4.7,6,1000,Free,0,Everyone,Education,2755,5.1
FAMILY,4.7,303,10000,Free,0,Everyone,Entertainment,2643,42.0
MEDICAL,4.2,19,1000,Free,0,Everyone 10+,Medical,2947,20.0
FAMILY,5.0,4,100,Free,0,Everyone,Education,2659,3.6
FAMILY,3.0,2,500,Free,0,Everyone,Education;Education,2926,9.4
BUSINESS,4.7,12,500,Free,0,Everyone,Business,2710,13.0
DATING,4.5,182986,5000000,Free,0,Mature 17+,Dating,2632,77.0
FAMILY,4.1,6007,1000000,Free,0,Everyone,Board;Action & Adventure,3027,18.0
GAME,2.8,48,10000,Free,0,Teen,Card,3476,13.0
FAMILY,3.3,707,100000,Free,0,Everyone,Entertainment,3983,15.0
FAMILY,4.4,18616,1000000,Free,0,Everyone,Casual;Education,2629,10.0
COMMUNICATION,3.7,218,10000,Free,0,Everyone,Communication,4114,3.7
ART_AND_DESIGN,4.1,654,100000,Free,0,Everyone,Art & Design,2767,12.0
FOOD_AND_DRINK,4.8,18,5000,Free,0,Everyone,Food & Drink,3349,3.5
TOOLS,3.6,3632,1000000,Free,0,Everyone,Tools,2894,3.2
FAMILY,4.5,15924,100000,Paid,$7.99,Teen,Role Playing,3137,4.2
PERSONALIZATION,4.2,112479,10000000,Free,0,Everyone,Personalization,2640,4.3
SOCIAL,4.2,305367,10000000,Free,0,Everyone,Social,2633,46.0
LIFESTYLE,3.6,346,50000,Free,0,Everyone,Lifestyle,2704,7.5
GAME,4.4,6198563,100000000,Free,0,Everyone,Casual,2655,67.0
GAME,4.5,27722264,1000000000,Free,0,Everyone 10+,Arcade,2653,76.0
GAME,4.0,17876,1000000,Free,0,Everyone,Racing,3598,37.0
BUSINESS,4.2,831,50000,Free,0,Everyone,Business,2682,11.0
FAMILY,4.3,63160,1000000,Free,0,Everyone,Simulation;Pretend Play,3373,17.0
COMMUNICATION,4.0,122512,10000000,Free,0,Everyone,Communication,3697,0.0771484375
TOOLS,4.6,1170641,10000000,Free,0,Everyone,Tools,2639,26.0
ENTERTAINMENT,3.8,92058,10000000,Free,0,Teen,Entertainment,2645,12.0
PARENTING,5.0,1,10,Free,0,Everyone,Parenting,2827,27.0
PHOTOGRAPHY,4.8,130,1000,Paid,$9.99,Everyone,Photography,2668,4.4
PHOTOGRAPHY,4.5,859,100000,Free,0,Everyone,Photography,2647,21.0
TOOLS,4.5,14,500,Paid,$0.99,Everyone,Tools,2912,2.9
TOOLS,2.5,2794,1000000,Free,0,Everyone,Tools,2698,3.8
FAMILY,4.2,32200,5000000,Free,0,Everyone,Casual;Pretend Play,2901,15.0
AUTO_AND_VEHICLES,4.6,534,10000,Free,0,Everyone,Auto & Vehicles,2657,5.7
FINANCE,4.3,693,100000,Free,0,Teen,Finance,2723,32.0
FAMILY,4.4,102215,1000000,Free,0,Teen,Role Playing,2670,42.0
FAMILY,4.3,616,10000,Free,0,Teen,Casual,2683,25.0
PERSONALIZATION,3.7,10796,1000000,Free,0,Everyone,Personalization,2659,6.8
EDUCATION,4.4,148550,10000000,Free,0,Everyone,Education;Education,2631,59.0
WEATHER,4.8,892,10000,Free,0,Everyone,Weather,2648,17.0
FINANCE,4.0,43,5000,Free,0,Everyone,Finance,2795,13.0
GAME,4.6,1475,10000,Paid,$4.99,Teen,Action,2844,34.0
SPORTS,4.4,656,5000,Paid,$0.99,Everyone,Sports,3505,22.0
BOOKS_AND_REFERENCE,4.1,91615,5000000,Free,0,Mature 17+,Books & Reference,2666,23.0
GAME,4.0,127810,10000000,Free,0,Mature 17+,Action,2633,33.0
FAMILY,4.2,721646,50000000,Free,0,Teen,Simulation,2632,99.0
DATING,3.8,5164,100000,Free,0,Mature 17+,Dating,2641,25.0
GAME,4.7,705,10000,Free,0,Everyone,Board,3733,1.8
FAMILY,4.4,7715,500000,Free,0,Everyone,Simulation,2666,28.0
BOOKS_AND_REFERENCE,4.5,8,500,Free,0,Everyone,Books & Reference,2652,5.1
NEWS_AND_MAGAZINES,4.4,3375,100000,Free,0,Everyone,News & Magazines,2634,4.2
GAME,4.5,6181640,100000000,Free,0,Everyone,Arcade,2855,58.0
LIFESTYLE,4.3,9412,1000000,Free,0,Everyone,Lifestyle,3225,1.7
FAMILY,4.3,30668,5000000,Free,0,Everyone,Casual;Pretend Play,2649,33.0
FAMILY,3.9,10753,1000000,Free,0,Everyone,Educational;Education,2642,84.0
PERSONALIZATION,3.5,84779,5000000,Free,0,Everyone,Personalization,2691,8.5
PERSONALIZATION,4.4,294701,10000000,Free,0,Teen,Personalization,2770,5.1
HOUSE_AND_HOME,4.0,6000,1000000,Free,0,Everyone,House & Home,2637,18.0
GAME,4.7,16851,100000,Paid,$1.99,Everyone 10+,Music,2631,81.0
PRODUCTIVITY,4.5,1508137,100000000,Free,0,Everyone,Productivity,2635,37.0
VIDEO_PLAYERS,4.4,953894,10000000,Free,0,Everyone,Video Players & Editors,2730,37.0
FAMILY,4.3,218,10000,Free,0,Everyone,Education,2800,29.0
PHOTOGRAPHY,4.3,316378,10000000,Free,0,Everyone,Photography,3057,4.4
MEDICAL,2.9,92,10000,Free,0,Everyone,Medical,2680,1.5
BOOKS_AND_REFERENCE,4.2,8,5000,Free,0,Everyone,Books & Reference,3296,3.9
NEWS_AND_MAGAZINES,4.5,322,10000,Free,0,Everyone,News & Magazines,2669,31.0
PERSONALIZATION,4.6,3062845,100000000,Free,0,Everyone,Personalization,2631,7.4
SOCIAL,4.2,86956,1000000,Free,0,Mature 17+,Social,2631,24.0
FAMILY,3.9,80313,10000000,Free,0,Everyone,Casual,2885,3.7
FAMILY,4.3,129603,1000000,Paid,$2.99,Everyone 10+,Card;Action & Adventure,3535,23.0
PERSONALIZATION,4.3,444,10000,Paid,$0.99,Everyone,Personalization,4350,12.0
GAME,4.4,11023,100000,Paid,$3.99,Teen,Adventure,2820,16.0
TOOLS,4.9,83,500,Paid,$3.99,Everyone,Tools,2694,3.1
MAPS_AND_NAVIGATION,4.2,57,10000,Free,0,Everyone,Maps & Navigation,2963,15.0
FAMILY,3.7,88,10000,Free,0,Everyone,Education,3700,41.0
GAME,4.2,17039,5000000,Free,0,Everyone,Puzzle,2743,4.9
TOOLS,2.8,54,5000,Free,0,Everyone,Tools,2688,20.0
GAME,4.1,207,50000,Free,0,Everyone,Card,5373,0.11328125
SPORTS,4.3,340,5000,Paid,$1.99,Everyone,Sports,2770,15.0
FAMILY,3.4,12,1000,Free,0,Everyone,Casual,2953,11.0
PHOTOGRAPHY,4.2,28390,5000000,Free,0,Everyone,Photography,3011,38.0
GAME,4.0,82,5000,Free,0,Everyone,Action,3755,4.4
COMMUNICATION,4.3,37320,1000000,Free,0,Everyone,Communication,2635,8.4
ENTERTAINMENT,3.7,1828284,100000000,Free,0,Everyone,Entertainment,2653,52.0
FAMILY,4.2,3593,500000,Free,0,Everyone,Board;Brain Games,2780,19.0
FAMILY,4.7,1424,100000,Free,0,Everyone,Educational,2688,19.0
MAPS_AND_NAVIGATION,4.8,15865,1000000,Free,0,Everyone,Maps & Navigation,2631,3.3
FAMILY,4.4,3588,500000,Free,0,Everyone,Entertainment,2790,18.0
GAME,3.9,41683,1000000,Free,0,Everyone,Arcade,3178,63.0
FAMILY,4.4,201631,5000000,Free,0,Everyone,Puzzle,2694,96.0
FAMILY,4.1,15246,1000000,Free,0,Everyone,Simulation;Action & Adventure,3018,78.0
BUSINESS,3.9,16589,1000000,Free,0,Everyone,Business,2681,9.1
GAME,4.4,161637,10000000,Free,0,Mature 17+,Action,2647,82.0
COMMUNICATION,4.5,51,5000,Free,0,Everyone,Communication,3446,21.0
GAME,4.4,460,50000,Free,0,Everyone,Trivia,2672,31.0
AUTO_AND_VEHICLES,4.9,73,1000,Free,0,Everyone,Auto & Vehicles,2690,23.0
FAMILY,4.1,265,10000,Paid,$2.99,Everyone,Education;Pretend Play,3374,46.0
GAME,4.0,162530,10000000,Free,0,Mature 17+,Racing,2663,97.0
SPORTS,4.2,28,1000,Free,0,Everyone,Sports,2678,7.3
TOOLS,4.8,52,5000,Free,0,Everyone,Tools,2719,1.9
TRAVEL_AND_LOCAL,3.6,14544,1000000,Free,0,Everyone,Travel & Local,2638,43.0
FAMILY,4.2,1088,10000,Paid,$0.99,Everyone 10+,Simulation,4076,35.0
GAME,4.6,338742,5000000,Free,0,Teen,Action,2631,48.0
PHOTOGRAPHY,4.4,3158151,100000000,Free,0,Everyone,Photography,2634,53.0
COMICS,4.4,39,10000,Free,0,Everyone 10+,Comics,2662,4.3
GAME,4.3,211,50000,Free,0,Everyone,Action,2820,3.6
TOOLS,3.5,138,5000,Paid,$4.99,Everyone,Tools,3878,0.1376953125
FAMILY,4.0,939,10000,Free,0,Everyone,Role Playing,2687,38.0
LIFESTYLE,4.6,10198,100000,Free,0,Everyone,Lifestyle,2978,2.2
FAMILY,4.3,3725,100000,Paid,$2.99,Everyone,Educational;Pretend Play,3529,67.0
GAME,4.5,27724094,1000000000,Free,0,Everyone 10+,Arcade,2653,76.0
FINANCE,5.0,2,100,Free,0,Everyone,Finance,3487,2.0
FAMILY,3.8,6,1000,Free,0,Everyone,Entertainment,2827,23.0
TOOLS,4.3,33,500,Paid,$3.99,Everyone,Tools,3886,1.0
BUSINESS,4.1,1828,100000,Free,0,Everyone,Business,2645,13.0
COMMUNICATION,4.0,36901,5000000,Free,0,Everyone,Communication,2661,6.6
SPORTS,3.6,9,500,Free,0,Teen,Sports,3358,13.0
TOOLS,1.9,8,1000,Free,0,Everyone,Tools,2738,6.7
HEALTH_AND_FITNESS,4.7,50294,1000000,Free,0,Everyone,Health & Fitness,2656,11.0
FAMILY,4.1,211,10000,Free,0,Everyone,Casual,3251,14.0
GAME,4.3,5339,1000000,Free,0,Teen,Action,2872,38.0
BUSINESS,4.2,8,100,Free,0,Teen,Business,2731,19.0
EDUCATION,4.1,2363,100000,Free,0,Everyone,Education,3255,6.6
FAMILY,4.2,1002,10000,Free,0,Everyone,Education,3333,4.4
FAMILY,4.5,6396,100000,Free,0,Everyone,Entertainment,2982,4.2
FAMILY,4.3,323,10000,Free,0,Everyone,Entertainment,2718,3.6
TOOLS,4.0,127,10000,Free,0,Everyone,Tools,3792,5.8
FAMILY,5.0,1,10,Paid,$4.99,Everyone,Education,4429,0.6396484375
FAMILY,4.7,7,1000,Free,0,Teen,Casual,2751,25.0
COMMUNICATION,4.2,177263,10000000,Free,0,Mature 17+,Communication,2652,13.0
FAMILY,4.3,1168959,50000000,Free,0,Everyone,Puzzle,3088,66.0
MEDICAL,4.3,56,10000,Free,0,Everyone,Medical,2634,11.0
BUSINESS,2.4,16,500,Free,0,Everyone,Business,3452,5.2
BUSINESS,2.7,7,1000,Free,0,Everyone,Business,3373,1.3
EVENTS,5.0,3,500,Free,0,Everyone,Events,2663,30.0
PERSONALIZATION,4.2,202,10000,Free,0,Everyone,Personalization,3256,4.9
HEALTH_AND_FITNESS,3.7,1861,1000000,Free,0,Everyone,Health & Fitness,2677,1.5
SOCIAL,4.0,712,100000,Free,0,Teen,Social,2782,21.0
SHOPPING,4.2,171584,10000000,Free,0,Everyone,Shopping,2639,12.0
FAMILY,4.3,1853,500000,Free,0,Everyone,Entertainment,2716,5.8
GAME,4.5,14200344,100000000,Free,0,Everyone,Sports,2634,52.0
DATING,3.9,8722,500000,Free,0,Mature 17+,Dating,2675,13.0
FAMILY,4.5,301,10000,Free,0,Everyone,Education,2664,5.6
PHOTOGRAPHY,4.5,512996,10000000,Free,0,Everyone,Photography,2632,23.0
PHOTOGRAPHY,4.0,130081,10000000,Free,0,Everyone,Photography,2897,5.6
TOOLS,3.8,89,10000,Free,0,Everyone,Tools,2664,3.9
PHOTOGRAPHY,4.0,26,1000,Free,0,Everyone,Photography,2632,8.5
GAME,4.6,9883806,100000000,Free,0,Everyone,Sports,2649,74.0
